REQUESTSOURCE,MOBILEOS,ZIPCODE,LATITUDE,LONGITUDE,NCNAME,CT10,GEOID10,OBJECTID,Shape_STAr,Shape_STLe,X_Center,Y_Center,Hour,Weekday,Month,DayPartition
Call,,91607,34.15830077,-118.3964031,NC VALLEY VILLAGE,125100,6037125100,1559,13977985.24,15859.49071,6443047,1882617,9,5,1,2
Self Service,,91607,34.17185668,-118.3898614,NC VALLEY VILLAGE,125100,6037125100,1559,13977985.24,15859.49071,6443047,1882617,13,3,1,3
Council's Office,,91607,34.15882726,-118.3963997,NC VALLEY VILLAGE,125100,6037125100,1559,13977985.24,15859.49071,6443047,1882617,11,5,5,3
Call,,91607,34.16835862,-118.3878035,NC VALLEY VILLAGE,125100,6037125100,1559,13977985.24,15859.49071,6443047,1882617,14,2,5,3
Mobile App,iOS,91607,34.17213718,-118.3889858,GREATER VALLEY GLEN COUNCIL,125100,6037125100,1559,13977985.24,15859.49071,6443047,1882617,13,3,6,3
Mobile App,iOS,91607,34.16896356,-118.396339,NC VALLEY VILLAGE,125100,6037125100,1559,13977985.24,15859.49071,6443047,1882617,11,2,6,3
Mobile App,iOS,91607,34.16865037,-118.3954193,NC VALLEY VILLAGE,125100,6037125100,1559,13977985.24,15859.49071,6443047,1882617,13,5,6,3
Self Service,,91607,34.16874606,-118.3957329,NC VALLEY VILLAGE,125100,6037125100,1559,13977985.24,15859.49071,6443047,1882617,9,2,6,2
Mobile App,iOS,91607,34.15877533,-118.3955257,NC VALLEY VILLAGE,125100,6037125100,1559,13977985.24,15859.49071,6443047,1882617,15,5,10,3
Call,,91607,34.15877533,-118.3955257,NC VALLEY VILLAGE,125100,6037125100,1559,13977985.24,15859.49071,6443047,1882617,19,3,10,4
Call,,91607,34.16865037,-118.3954193,NC VALLEY VILLAGE,125100,6037125100,1559,13977985.24,15859.49071,6443047,1882617,11,3,7,3
Mobile App,iOS,91607,34.16875299,-118.3959885,NC VALLEY VILLAGE,125100,6037125100,1559,13977985.24,15859.49071,6443047,1882617,10,4,7,2
Mobile App,iOS,91607,34.17104662,-118.3880763,NC VALLEY VILLAGE,125100,6037125100,1559,13977985.24,15859.49071,6443047,1882617,12,1,9,3
Call,,90043,34.00363463,-118.3293814,PARK MESA HEIGHTS CC,234502,6037234502,662,5864850.865,11665.44604,6463336,1823220,9,5,1,2
Council's Office,,90043,34.0006374,-118.3215781,PARK MESA HEIGHTS CC,234502,6037234502,662,5864850.865,11665.44604,6463336,1823220,15,3,3,3
Call,,90043,34.00057305,-118.3226786,PARK MESA HEIGHTS CC,234502,6037234502,662,5864850.865,11665.44604,6463336,1823220,15,6,3,3
Call,,90043,34.00018013,-118.3221943,PARK MESA HEIGHTS CC,234502,6037234502,662,5864850.865,11665.44604,6463336,1823220,17,6,3,3
Call,,90043,34.00127641,-118.3213891,PARK MESA HEIGHTS CC,234502,6037234502,662,5864850.865,11665.44604,6463336,1823220,23,6,3,4
Call,,90008,34.00349056,-118.3313299,PARK MESA HEIGHTS CC,234502,6037234502,662,5864850.865,11665.44604,6463336,1823220,11,3,1,3
Mobile App,iOS,90008,34.00349056,-118.3313299,PARK MESA HEIGHTS CC,234502,6037234502,662,5864850.865,11665.44604,6463336,1823220,12,3,1,3
Call,,90043,34.00363463,-118.3293814,PARK MESA HEIGHTS CC,234502,6037234502,662,5864850.865,11665.44604,6463336,1823220,8,5,1,2
Call,,90008,34.00304935,-118.3310669,PARK MESA HEIGHTS CC,234502,6037234502,662,5864850.865,11665.44604,6463336,1823220,11,3,5,3
Call,,90043,34.00049898,-118.3223806,PARK MESA HEIGHTS CC,234502,6037234502,662,5864850.865,11665.44604,6463336,1823220,13,3,2,3
Mobile App,iOS,90043,34.00280162,-118.3304542,PARK MESA HEIGHTS CC,234502,6037234502,662,5864850.865,11665.44604,6463336,1823220,16,4,1,3
Call,,90043,34.00017867,-118.3217406,PARK MESA HEIGHTS CC,234502,6037234502,662,5864850.865,11665.44604,6463336,1823220,16,1,3,3
Call,,90008,34.00304935,-118.3310669,PARK MESA HEIGHTS CC,234502,6037234502,662,5864850.865,11665.44604,6463336,1823220,9,5,6,2
Call,,90008,34.00350384,-118.3295596,PARK MESA HEIGHTS CC,234502,6037234502,662,5864850.865,11665.44604,6463336,1823220,14,2,10,3
Call,,90008,34.00350384,-118.3295596,PARK MESA HEIGHTS CC,234502,6037234502,662,5864850.865,11665.44604,6463336,1823220,11,4,7,3
Call,,90027,34.11822073,-118.2736394,LOS FELIZ NC,188202,6037188202,1457,8166621.105,11753.71655,6476993,1864860,14,3,3,3
Mobile App,iOS,90027,34.11849252,-118.2736321,LOS FELIZ NC,188202,6037188202,1457,8166621.105,11753.71655,6476993,1864860,8,7,3,2
Mobile App,iOS,90027,34.11658637,-118.2747934,LOS FELIZ NC,188202,6037188202,1457,8166621.105,11753.71655,6476993,1864860,8,5,3,2
Mobile App,iOS,90027,34.11732588,-118.2740907,LOS FELIZ NC,188202,6037188202,1457,8166621.105,11753.71655,6476993,1864860,12,7,6,3
Mobile App,iOS,90027,34.11732588,-118.2740907,LOS FELIZ NC,188202,6037188202,1457,8166621.105,11753.71655,6476993,1864860,16,2,7,3
Call,,90039,34.09866408,-118.2520055,GREATER ECHO PARK ELYSIAN NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,9,5,1,2
Mobile App,iOS,90039,34.09886827,-118.2524264,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,12,1,2,3
Mobile App,iOS,90039,34.09993174,-118.2518616,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,12,1,2,3
Mobile App,iOS,90039,34.09886827,-118.2524264,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,10,4,1,2
Mobile App,Android,90039,34.09594996,-118.2547635,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,18,2,4,4
Self Service,,90039,34.10435983,-118.2534627,ELYSIAN VALLEY RIVERSIDE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,15,2,4,3
Mobile App,iOS,90039,34.1061686,-118.2583005,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,15,1,1,3
Call,,90039,34.10493989,-118.257859,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,13,3,2,3
Mobile App,iOS,90039,34.09993174,-118.2518616,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,12,4,1,3
Mobile App,iOS,90039,34.09886827,-118.2524264,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,15,1,4,3
Self Service,,90039,34.09886827,-118.2524264,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,11,5,4,3
Mobile App,iOS,90039,34.09881487,-118.2526736,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,9,7,1,2
Self Service,,90039,34.09886827,-118.2524264,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,22,4,5,4
Self Service,,90039,34.09886827,-118.2524264,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,21,5,5,4
Mobile App,iOS,90039,34.09886827,-118.2524264,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,16,2,4,3
Mobile App,iOS,90039,34.09912123,-118.2527426,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,13,4,5,3
Self Service,,90039,34.09886827,-118.2524264,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,14,5,1,3
Mobile App,iOS,90039,34.09912123,-118.2527426,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,9,4,1,2
Mobile App,iOS,90039,34.09886827,-118.2524264,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,9,4,6,2
Mobile App,Android,90039,34.10477869,-118.2529309,ELYSIAN VALLEY RIVERSIDE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,15,5,10,3
Self Service,,90039,34.1059199,-118.2554894,ELYSIAN VALLEY RIVERSIDE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,14,6,10,3
Self Service,,90039,34.10500513,-118.2593703,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,14,4,7,3
Mobile App,Android,90039,34.10541105,-118.2557092,SILVER LAKE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,10,7,8,2
Self Service,,90039,34.10435983,-118.2534627,ELYSIAN VALLEY RIVERSIDE NC,187300,6037187300,1369,12567655.43,19382.74185,6483947,1859459,12,6,10,3
Call,,90025,34.03961603,-118.4414343,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,13,7,9,3
Mobile App,iOS,90064,34.03518992,-118.4387212,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,10,2,2,2
Mobile App,iOS,90064,34.03372758,-118.4417449,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,12,7,3,3
Mobile App,iOS,90064,34.03322409,-118.4437037,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,18,7,9,4
Call,,90025,34.03901809,-118.4398944,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,13,3,3,3
Self Service,,90064,34.03861922,-118.4401958,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,11,2,4,3
Self Service,,90025,34.03817648,-118.4413022,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,11,4,4,3
Call,,90025,34.03901809,-118.4398944,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,14,1,4,3
Call,,90064,34.03829827,-118.4406114,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,14,1,4,3
Self Service,,90025,34.03872191,-118.4403899,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,15,2,1,3
Mobile App,iOS,90064,34.03352271,-118.4432162,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,19,4,7,4
Self Service,,90025,34.03901809,-118.4398944,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,15,6,4,3
Call,,90025,34.03901809,-118.4398944,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,16,4,4,3
Self Service,,90025,34.03872191,-118.4403899,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,9,1,4,2
Call,,90064,34.03672636,-118.4400519,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,8,2,3,2
Mobile App,iOS,90064,34.0366931,-118.4400199,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,12,1,6,3
Mobile App,iOS,90064,34.0366931,-118.4400199,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,8,3,6,2
Mobile App,iOS,90064,34.03359559,-118.442863,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,17,3,6,3
Self Service,,90025,34.04007041,-118.4420862,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,18,1,6,4
Self Service,,90025,34.03872191,-118.4403899,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,16,5,7,3
Call,,90025,34.03872191,-118.4403899,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,12,4,7,3
Call,,90025,34.03901809,-118.4398944,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,13,4,7,3
Call,,90025,34.03872191,-118.4403899,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,13,4,7,3
Mobile App,iOS,90064,34.03861922,-118.4401958,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,10,7,7,2
Mobile App,iOS,90064,34.03874223,-118.4407902,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,4,2,8,2
Mobile App,iOS,90025,34.03961603,-118.4414343,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,22,2,8,4
Mobile App,iOS,90064,34.03874223,-118.4407902,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,20,4,8,4
Mobile App,iOS,90025,34.03921773,-118.4409274,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,20,4,8,4
Self Service,,90025,34.03962127,-118.4412664,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,7,3,8,2
Self Service,,90025,34.03961603,-118.4414343,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,10,4,8,2
Call,,90025,34.03872191,-118.4403899,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,9,1,8,2
Self Service,,90025,34.03872191,-118.4403899,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,20,1,8,4
Mobile App,iOS,90064,34.03861922,-118.4401958,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,11,3,8,3
Mobile App,Android,90025,34.03872191,-118.4403899,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,16,5,8,3
Call,,90025,34.03817648,-118.4413022,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,13,2,8,3
Mobile App,iOS,90064,34.03874223,-118.4407902,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,22,2,8,4
Mobile App,iOS,90064,34.03502961,-118.4416356,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,18,7,8,4
Mobile App,iOS,90064,34.03638402,-118.4395489,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,9,3,8,2
Mobile App,iOS,90025,34.03921773,-118.4409274,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,0,3,8,1
Self Service,,90064,34.03638402,-118.4395489,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,6,3,8,2
Mobile App,iOS,90064,34.03861922,-118.4401958,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,19,1,8,4
Self Service,,90064,34.03576836,-118.4390173,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,6,5,9,2
Call,,90064,34.03533303,-118.4415718,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,13,4,9,3
Mobile App,iOS,90064,34.03502961,-118.4416356,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,10,6,9,2
Mobile App,iOS,90025,34.03961603,-118.4414343,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,22,2,9,4
Self Service,,90025,34.0398637,-118.4411853,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,16,2,9,3
Mobile App,iOS,90025,34.03961603,-118.4414343,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,10,3,9,2
Self Service,,90064,34.03502961,-118.4416356,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,13,4,9,3
Call,,90025,34.03817648,-118.4413022,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,10,4,9,2
Call,,90025,34.03872191,-118.4403899,WEST LOS ANGELES NC,267700,6037267700,595,8751237.713,12188.71681,6427104,1836768,13,4,9,3
Mobile App,iOS,90029,34.09343464,-118.2917857,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,10,5,1,2
Call,,90029,34.09342814,-118.2928413,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,14,1,2,3
Call,,90029,34.09343464,-118.2917857,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,13,2,1,3
Call,,90029,34.09116766,-118.295131,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,13,2,3,3
Call,,90029,34.09241575,-118.2917822,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,12,2,9,3
Call,,90029,34.09241575,-118.2917822,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,10,3,4,2
Call,,90029,34.09343464,-118.2917857,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,10,4,1,2
Call,,90029,34.0909339,-118.2929501,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,9,2,1,2
Mobile App,iOS,90029,34.09100261,-118.2955153,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,11,6,1,3
Mobile App,iOS,90029,34.09100261,-118.2955153,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,11,4,4,3
Mobile App,iOS,90029,34.09530659,-118.295771,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,18,4,5,4
Mobile App,iOS,90029,34.0953162,-118.2933574,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,18,4,5,4
Self Service,,90029,34.09538358,-118.2933379,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,19,4,5,4
Mobile App,iOS,90029,34.09529366,-118.293471,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,20,4,5,4
Mobile App,iOS,90029,34.09529366,-118.293471,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,20,4,5,4
Self Service,,90029,34.0953162,-118.2933574,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,19,2,5,4
Self Service,,90029,34.09343464,-118.2917857,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,12,3,1,3
Self Service,,90029,34.09430712,-118.2945665,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,23,7,2,4
Call,,90029,34.09140134,-118.2948818,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,15,3,10,3
Mobile App,iOS,90029,34.09099701,-118.292667,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,14,3,5,3
Call,,90029,34.09165179,-118.2926962,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,15,3,5,3
Call,,90029,34.09100261,-118.2955153,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,15,1,6,3
Mobile App,iOS,90029,34.09553748,-118.2917925,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,12,4,7,3
Mobile App,iOS,90029,34.0951011,-118.2921106,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,11,7,6,3
Mobile App,iOS,90029,34.09343464,-118.2917857,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,21,3,1,4
Mobile App,iOS,90029,34.09397231,-118.2919909,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,14,1,8,3
Mobile App,iOS,90029,34.09397231,-118.2919909,EAST HOLLYWOOD NC,191203,6037191203,1612,2208777.336,5985.146983,6472682,1856418,20,2,8,4
Mobile App,iOS,90007,34.03490481,-118.2923742,EMPOWERMENT CONGRESS NORTH AREA NDC,221601,6037221601,1099,3981517.749,8298.430069,6472008,1835185,14,4,3,3
Mobile App,iOS,90007,34.03618172,-118.2967087,EMPOWERMENT CONGRESS NORTH AREA NDC,221601,6037221601,1099,3981517.749,8298.430069,6472008,1835185,13,7,8,3
Call,,90007,34.03290517,-118.2948741,EMPOWERMENT CONGRESS NORTH AREA NDC,221601,6037221601,1099,3981517.749,8298.430069,6472008,1835185,16,4,8,3
Mobile App,iOS,90007,34.03620222,-118.2947929,EMPOWERMENT CONGRESS NORTH AREA NDC,221601,6037221601,1099,3981517.749,8298.430069,6472008,1835185,8,6,10,2
Mobile App,iOS,90007,34.03619757,-118.2959863,EMPOWERMENT CONGRESS NORTH AREA NDC,221601,6037221601,1099,3981517.749,8298.430069,6472008,1835185,18,1,9,4
Mobile App,iOS,90007,34.03315712,-118.2963493,EMPOWERMENT CONGRESS NORTH AREA NDC,221601,6037221601,1099,3981517.749,8298.430069,6472008,1835185,15,7,9,3
Call,,90007,34.03619156,-118.2991781,EMPOWERMENT CONGRESS NORTH AREA NDC,221601,6037221601,1099,3981517.749,8298.430069,6472008,1835185,17,1,9,3
Call,,90744,33.79047472,-118.2425766,WILMINGTON NC,294620,6037294620,69,9059969.432,12685.3685,6486329,1745130,14,4,3,3
Mobile App,Android,90744,33.78734845,-118.2488089,WILMINGTON NC,294620,6037294620,69,9059969.432,12685.3685,6486329,1745130,19,2,9,4
Self Service,,90744,33.79106335,-118.2419134,WILMINGTON NC,294620,6037294620,69,9059969.432,12685.3685,6486329,1745130,11,3,5,3
Mobile App,Android,90744,33.78428531,-118.2533793,WILMINGTON NC,294620,6037294620,69,9059969.432,12685.3685,6486329,1745130,10,3,2,2
Self Service,,90744,33.78429885,-118.2528835,WILMINGTON NC,294620,6037294620,69,9059969.432,12685.3685,6486329,1745130,10,3,2,2
Call,,90744,33.79047472,-118.2425766,WILMINGTON NC,294620,6037294620,69,9059969.432,12685.3685,6486329,1745130,11,1,6,3
Mobile App,iOS,90744,33.78565225,-118.2429568,WILMINGTON NC,294620,6037294620,69,9059969.432,12685.3685,6486329,1745130,21,4,6,4
Mobile App,iOS,90744,33.79101781,-118.242159,WILMINGTON NC,294620,6037294620,69,9059969.432,12685.3685,6486329,1745130,21,2,6,4
Mobile App,Android,90744,33.7875679,-118.2488251,WILMINGTON NC,294620,6037294620,69,9059969.432,12685.3685,6486329,1745130,9,2,7,2
Mobile App,Android,90744,33.78757637,-118.2486991,WILMINGTON NC,294620,6037294620,69,9059969.432,12685.3685,6486329,1745130,21,3,7,4
Self Service,,90744,33.79074814,-118.2416407,WILMINGTON NC,294620,6037294620,69,9059969.432,12685.3685,6486329,1745130,12,3,8,3
Council's Office,,90744,33.79059175,-118.2417329,WILMINGTON NC,294620,6037294620,69,9059969.432,12685.3685,6486329,1745130,13,3,8,3
Self Service,,91403,34.15323521,-118.4485384,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,10,5,1,2
Mobile App,iOS,91403,34.15241522,-118.448537,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,16,6,4,3
Mobile App,iOS,91423,34.15143005,-118.4454592,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,17,4,4,3
Call,,91423,34.15300573,-118.4432781,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,14,3,1,3
Mobile App,iOS,91423,34.1511269,-118.4437316,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,14,7,4,3
Call,,91403,34.15241522,-118.448537,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,12,2,2,3
Mobile App,iOS,91423,34.1509936,-118.4430256,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,14,7,4,3
Self Service,,91403,34.15323521,-118.4485384,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,9,1,2,2
Self Service,,91423,34.15491749,-118.4400044,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,14,1,9,3
Self Service,,91423,34.15491749,-118.4400044,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,13,3,9,3
Mobile App,iOS,91423,34.15094567,-118.4428416,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,18,5,4,4
Self Service,,91423,34.15154667,-118.4465517,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,15,1,5,3
Self Service,,91423,34.15154667,-118.4465517,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,15,1,5,3
Self Service,,91423,34.15154667,-118.4465517,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,15,1,5,3
Self Service,,91423,34.15154667,-118.4465517,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,16,1,5,3
Mobile App,iOS,91423,34.15154667,-118.4465517,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,16,1,5,3
Call,,91423,34.15154667,-118.4465517,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,16,1,5,3
Mobile App,Android,91423,34.15186963,-118.4476057,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,17,1,5,3
Mobile App,iOS,91423,34.15154667,-118.4465517,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,21,1,5,4
Mobile App,iOS,91423,34.15187019,-118.4464364,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,22,3,5,4
Mobile App,iOS,91423,34.15154667,-118.4465517,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,13,2,5,3
Mobile App,iOS,91423,34.15154667,-118.4465517,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,19,2,5,4
Mobile App,iOS,91423,34.15186963,-118.4476057,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,22,2,5,4
Self Service,,91423,34.15211943,-118.4466018,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,17,2,5,3
Mobile App,iOS,91423,34.15186963,-118.4476057,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,21,4,3,4
Mobile App,iOS,91423,34.1511269,-118.4437316,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,22,4,3,4
Mobile App,iOS,91403,34.15670197,-118.4486882,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,12,2,5,3
Mobile App,iOS,91423,34.1509936,-118.4430256,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,18,5,6,4
Mobile App,iOS,91423,34.1548714,-118.4447807,SHERMAN OAKS NC,141201,6037141201,450,7545633.402,12115.15349,6427809,1878257,7,3,6,2
